,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM,VORP
5447,1998,35.0,DAL,Bruno Sundov,,7,102,524,173,107,18,0.35600000000000004,0.20800000000000002,0.526,5.1,1.7,1.0,0.2,-0.7,-0.062,-9.7,-1.0
5448,1998,36.0,SAC,Jerome James,Florida Agricultural and Mechanical University,9,358,4771,1540,1099,118,0.485,0.0,0.617,13.3,4.3,3.1,0.3,2.9,0.028999999999999998,-3.1,-1.3
5449,1998,37.0,PHI,Casey Shaw,University of Toledo,1,9,14,2,3,0,0.125,0.0,0.0,1.6,0.2,0.3,0.0,-0.1,-0.498,-27.8,-0.1
5450,1998,38.0,NYK,DeMarco Johnson,University of North Carolina at Charlotte,1,5,37,6,7,0,0.33299999999999996,0.0,0.0,7.4,1.2,1.4,0.0,-0.1,-0.091,-11.9,-0.1
5451,1998,39.0,MIL,Rafer Alston,"California State University, Fresno",11,671,19392,6799,1891,3202,0.38299999999999995,0.354,0.7290000000000001,28.9,10.1,2.8,4.8,32.9,0.081,0.2,10.9
5452,1998,40.0,DET,Korleone Young,,1,3,15,13,4,1,0.5,0.25,1.0,5.0,4.3,1.3,0.3,0.1,0.28,6.0,0.0
5453,1998,41.0,HOU,Cuttino Mobley,University of Rhode Island,11,747,27618,11964,2902,2015,0.433,0.37799999999999995,0.835,37.0,16.0,3.9,2.7,52.2,0.091,0.2,15.3
5454,1998,42.0,ORL,Miles Simon,University of Arizona,1,5,19,2,2,0,0.2,0.0,0.0,3.8,0.4,0.4,0.0,-0.1,-0.289,-15.5,-0.1
5455,1998,43.0,WAS,Jahidi White,Georgetown University,7,334,5913,1954,1944,63,0.51,0.0,0.534,17.7,5.9,5.8,0.2,10.4,0.085,-3.8,-2.7
5456,1998,44.0,NYK,Sean Marks,University of California,11,230,2275,638,501,50,0.44799999999999995,0.2,0.665,9.9,2.8,2.2,0.2,2.6,0.055,-4.9,-1.7
5457,1998,45.0,LAL,Toby Bailey,"University of California, Los Angeles",2,73,698,241,126,43,0.40700000000000003,0.2,0.6920000000000001,9.6,3.3,1.7,0.6,1.0,0.07200000000000001,-4.0,-0.3
5458,1998,46.0,MIN,Andrae Patterson,Indiana University,2,40,304,120,67,16,0.455,0.0,0.778,7.6,3.0,1.7,0.4,0.7,0.114,-0.5,0.1
5459,1998,47.0,TOR,Tyson Wheeler,University of Rhode Island,1,1,3,4,0,2,1.0,1.0,0.5,3.0,4.0,0.0,2.0,0.1,1.367,19.6,0.0
5460,1998,48.0,CLE,Ryan Stack,University of South Carolina,2,43,397,99,79,10,0.35200000000000004,0.0,0.787,9.2,2.3,1.8,0.2,0.2,0.027999999999999997,-4.6,-0.3
5461,1998,49.0,ATL,Cory Carr,Texas Tech University,1,42,624,171,49,66,0.32899999999999996,0.16699999999999998,0.75,14.9,4.1,1.2,1.6,-1.2,-0.08900000000000001,-8.8,-1.1
5462,1998,50.0,CHH,Andrew Betts,"California State University, Long Beach",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5463,1998,51.0,MIA,Corey Brewer,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5464,1998,52.0,SAS,Derrick Dial,Eastern Michigan University,4,82,687,253,133,63,0.37200000000000005,0.19,0.672,8.4,3.1,1.6,0.8,0.6,0.045,-3.5,-0.3
5465,1998,53.0,DAL,Greg Buckner,Clemson University,10,570,10895,2878,1593,719,0.45,0.33399999999999996,0.757,19.1,5.0,2.8,1.3,20.9,0.092,0.1,5.8
5466,1998,54.0,DEN,Tremaine Fowlkes,"California State University, Fresno",4,103,1233,301,228,54,0.409,0.2,0.7909999999999999,12.0,2.9,2.2,0.5,2.1,0.08,-2.1,0.0
5467,1998,55.0,DEN,Ryan Bowen,University of Iowa,10,507,6502,1319,1060,250,0.456,0.20600000000000002,0.693,12.8,2.6,2.1,0.5,12.4,0.092,0.0,3.3
5468,1998,56.0,VAN,J.R. Henderson,"University of California, Los Angeles",1,30,331,97,47,22,0.365,0.4,0.556,11.0,3.2,1.6,0.7,-0.2,-0.025,-6.1,-0.3
5469,1998,57.0,UTA,Torraye Braggs,Xavier University,2,22,178,46,51,7,0.475,0.0,0.667,8.1,2.1,2.3,0.3,0.3,0.071,-4.1,-0.1
5470,1998,58.0,CHI,Maceo Baston,University of Michigan,4,105,831,286,175,26,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134,-1.3,0.1
5471,1999,1.0,CHI,Elton Brand,Duke University,16,1041,34685,16757,8977,2166,0.501,0.1,0.736,33.3,16.1,8.6,2.1,109.5,0.151,3.2,45.3
5472,1999,2.0,VAN,Steve Francis,University of Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6.0,54.1,0.12,3.2,28.2
5473,1999,3.0,CHH,Baron Davis,"University of California, Los Angeles",13,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.7,34.1
5474,1999,4.0,LAC,Lamar Odom,University of Rhode Island,14,961,32131,12781,8059,3554,0.46299999999999997,0.312,0.693,33.4,13.3,8.4,3.7,77.0,0.115,2.5,36.3
5475,1999,5.0,TOR,Jonathan Bender,,8,262,3847,1453,582,170,0.41700000000000004,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047,-3.5,-1.5
5476,1999,6.0,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4.0,2.4,53.3,0.127,0.5,12.8
5477,1999,7.0,WAS,Richard Hamilton,University of Connecticut,14,921,29559,15708,2852,3125,0.449,0.34600000000000003,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.6,10.5
5478,1999,8.0,CLE,Andre Miller,University of Utah,16,1265,39807,16134,4744,8437,0.46,0.217,0.807,31.5,12.8,3.8,6.7,99.8,0.12,1.2,31.8
5479,1999,9.0,PHO,Shawn Marion,"University of Nevada, Las Vegas",16,1163,40097,17700,10101,2198,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,3.2,52.1
5480,1999,10.0,ATL,Jason Terry,University of Arizona,16,1213,38597,17986,3041,5155,0.446,0.38,0.846,31.8,14.8,2.5,4.2,97.6,0.121,1.5,34.0
5481,1999,11.0,CLE,Trajan Langdon,Duke University,3,119,1738,647,159,152,0.41600000000000004,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.9,0.1
5482,1999,12.0,TOR,Aleksandar Radojevic,Barton County Community College,2,15,152,26,36,7,0.308,0.0,0.625,10.1,1.7,2.4,0.5,-0.4,-0.13,-9.4,-0.3
5483,1999,13.0,SEA,Corey Maggette,Duke University,14,827,23358,13198,4022,1696,0.45299999999999996,0.324,0.8220000000000001,28.2,16.0,4.9,2.1,62.2,0.128,-0.4,9.5
5484,1999,14.0,MIN,William Avery,Duke University,3,142,1205,379,93,199,0.33,0.255,0.7140000000000001,8.5,2.7,0.7,1.4,-0.9,-0.034,-7.2,-1.6
5485,1999,15.0,NYK,Frederic Weis,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5486,1999,16.0,CHI,Metta World Peace,St. John's University,15,931,30690,12825,4339,2593,0.41700000000000004,0.341,0.716,33.0,13.8,4.7,2.8,61.2,0.096,1.9,30.3
5487,1999,17.0,ATL,Cal Bowdler,Old Dominion University,3,142,1383,424,272,29,0.40399999999999997,0.182,0.768,9.7,3.0,1.9,0.2,1.8,0.061,-4.7,-0.9
5488,1999,18.0,DEN,James Posey,Xavier University,12,864,23260,7419,4061,1413,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,1.2,18.8
5489,1999,19.0,UTA,Quincy Lewis,University of Minnesota,4,159,1853,567,210,96,0.397,0.33299999999999996,0.71,11.7,3.6,1.3,0.6,0.8,0.02,-4.0,-0.9
5490,1999,20.0,ATL,Dion Glover,Georgia Institute of Technology,6,294,6132,2407,897,455,0.41100000000000003,0.317,0.7559999999999999,20.9,8.2,3.1,1.5,5.8,0.045,-2.4,-0.7
5491,1999,21.0,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,0.49700000000000005,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145,1.3,13.0
5492,1999,22.0,HOU,Kenny Thomas,University of New Mexico,11,632,17306,5876,4341,975,0.465,0.244,0.6990000000000001,27.4,9.3,6.9,1.5,31.2,0.086,-0.5,6.6
5493,1999,23.0,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,0.392,0.34299999999999997,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.2,2.5
5494,1999,24.0,UTA,Andrei Kirilenko,,13,797,23916,9431,4352,2169,0.474,0.31,0.754,30.0,11.8,5.5,2.7,75.4,0.151,5.0,42.4
5495,1999,25.0,MIA,Tim James,University of Miami,3,43,261,68,46,11,0.32899999999999996,0.33299999999999996,0.652,6.1,1.6,1.1,0.3,0.0,-0.003,-7.1,-0.3
5496,1999,26.0,IND,Vonteego Cummings,University of Pittsburgh,3,199,3789,1381,373,534,0.38299999999999995,0.321,0.726,19.0,6.9,1.9,2.7,2.2,0.027999999999999997,-2.9,-0.9
5497,1999,27.0,ATL,Jumaine Jones,University of Georgia,8,471,9780,3325,1987,408,0.424,0.349,0.7040000000000001,20.8,7.1,4.2,0.9,15.1,0.07400000000000001,-1.0,2.4
5498,1999,28.0,UTA,Scott Padgett,University of Kentucky,8,448,5613,1874,1227,325,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,-0.1,2.7
5499,1999,29.0,SAS,Leon Smith,,2,15,104,33,33,3,0.39299999999999996,0.0,0.647,6.9,2.2,2.2,0.2,0.2,0.11199999999999999,-4.3,-0.1
5502,1999,30.0,LAL,John Celestand,Villanova University,1,16,185,37,11,20,0.33299999999999996,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.4,-0.3
5503,1999,31.0,LAC,Rico Hill,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5504,1999,32.0,CHI,Michael Ruffin,University of Tulsa,9,414,5966,716,1632,250,0.40700000000000003,0.0,0.45899999999999996,14.4,1.7,3.9,0.6,6.8,0.055,-1.2,1.2
5505,1999,33.0,DEN,Chris Herren,"California State University, Fresno",2,70,1005,224,73,167,0.336,0.32799999999999996,0.6920000000000001,14.4,3.2,1.0,2.4,0.5,0.025,-5.6,-0.9
5506,1999,34.0,NJN,Evan Eschmeyer,Northwestern University,4,153,2138,421,601,76,0.46299999999999997,0.0,0.621,14.0,2.8,3.9,0.5,4.0,0.09,-1.1,0.5
5507,1999,35.0,WAS,Calvin Booth,Pennsylvania State University,10,366,4477,1190,1010,151,0.451,0.222,0.748,12.2,3.3,2.8,0.4,8.0,0.086,-1.3,0.8
5508,1999,36.0,DAL,Wang Zhizhi,,5,137,1256,604,231,39,0.41700000000000004,0.385,0.735,9.2,4.4,1.7,0.3,2.1,0.078,-4.3,-0.7
5509,1999,37.0,VAN,Obinna Ekezie,University of Maryland,4,143,1516,510,383,31,0.423,0.0,0.72,10.6,3.6,2.7,0.2,1.7,0.054000000000000006,-6.1,-1.5
5510,1999,38.0,ORL,Laron Profit,University of Maryland,4,135,1537,441,209,166,0.419,0.23600000000000002,0.7120000000000001,11.4,3.3,1.5,1.2,0.7,0.021,-3.4,-0.5
5511,1999,39.0,CLE,A.J. Bramlett,University of Arizona,1,8,61,8,22,0,0.19,0.0,0.0,7.6,1.0,2.8,0.0,-0.2,-0.129,-16.8,-0.2
5512,1999,40.0,DAL,Gordan Giricek,,6,384,8824,3670,941,584,0.442,0.368,0.823,23.0,9.6,2.5,1.5,8.0,0.044000000000000004,-3.1,-2.5
5513,1999,41.0,DEN,Francisco Elson,University of California,9,472,7207,1726,1638,260,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-1.6,0.8
5514,1999,42.0,MIN,Louis Bullock,University of Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5515,1999,43.0,CHH,Lee Nailon,Texas Christian University,6,306,5820,2622,936,298,0.474,0.111,0.7859999999999999,19.0,8.6,3.1,1.0,8.0,0.066,-3.1,-1.5
5516,1999,44.0,HOU,Tyrone Washington,Mississippi State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5517,1999,45.0,SAC,Ryan Robertson,University of Kansas,1,1,25,5,0,0,0.33299999999999996,0.0,1.0,25.0,5.0,0.0,0.0,0.0,-0.022000000000000002,-8.4,0.0
5518,1999,46.0,NYK,J.R. Koch,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5519,1999,47.0,PHI,Todd MacCulloch,University of Washington,4,223,3439,1369,888,121,0.541,0.0,0.642,15.4,6.1,4.0,0.5,11.9,0.166,0.2,1.9
5520,1999,48.0,MIL,Galen Young,University of North Carolina at Charlotte,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5521,1999,49.0,CHI,Lari Ketner,University of Massachusetts Amherst,2,25,139,34,34,2,0.406,0.0,0.667,5.6,1.4,1.4,0.1,0.0,-0.015,-11.2,-0.3
5522,1999,50.0,HOU,Venson Hamilton,University of Nebraska,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5523,1999,51.0,VAN,Antwain Smith,Saint Paul's College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5524,1999,52.0,POR,Roberto Bergersen,Boise State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5525,1999,53.0,MIA,Rodney Buford,Creighton University,5,230,4182,1472,598,179,0.41200000000000003,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-4.6,-2.8
5526,1999,54.0,DET,Melvin Levett,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5527,1999,55.0,BOS,Kris Clack,University of Texas at Austin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5528,1999,56.0,GSW,Tim Young,Stanford University,1,25,137,54,35,5,0.33299999999999996,0.0,0.778,5.5,2.2,1.4,0.2,0.2,0.057999999999999996,-7.9,-0.2
5529,1999,57.0,SAS,Manu Ginobili,,13,865,23135,12395,3252,3478,0.45,0.368,0.8270000000000001,26.7,14.3,3.8,4.0,97.5,0.20199999999999999,5.5,43.9
5530,1999,58.0,UTA,Eddie Lucas,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5531,2000,1.0,NJN,Kenyon Martin,University of Cincinnati,15,757,23134,9325,5159,1439,0.483,0.23399999999999999,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.7,15.5
5532,2000,2.0,VAN,Stromile Swift,Louisiana State University,9,547,10804,4582,2535,275,0.473,0.07400000000000001,0.6990000000000001,19.8,8.4,4.6,0.5,21.3,0.095,-1.9,0.2
5533,2000,3.0,LAC,Darius Miles,,7,446,11730,4507,2190,840,0.47200000000000003,0.168,0.59,26.3,10.1,4.9,1.9,9.5,0.039,-1.2,2.3
5534,2000,4.0,CHI,Marcus Fizer,Iowa State University,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022000000000000002,-4.7,-4.1
5535,2000,5.0,ORL,Mike Miller,University of Florida,15,965,27288,10882,4285,2604,0.46,0.40700000000000003,0.769,28.3,11.3,4.4,2.7,60.4,0.106,1.0,20.5
5536,2000,6.0,ATL,DerMarr Johnson,University of Cincinnati,7,344,5930,2121,769,304,0.41100000000000003,0.336,0.789,17.2,6.2,2.2,0.9,6.4,0.052000000000000005,-1.6,0.6
5537,2000,7.0,CHI,Chris Mihm,University of Texas at Austin,8,436,8758,3262,2302,223,0.45899999999999996,0.231,0.7040000000000001,20.1,7.5,5.3,0.5,13.3,0.073,-3.8,-4.1
5538,2000,8.0,CLE,Jamal Crawford,University of Michigan,15,1021,31841,15956,2490,3727,0.41,0.35,0.858,31.2,15.6,2.4,3.7,53.9,0.081,-0.5,11.8
5539,2000,9.0,HOU,Joel Przybilla,University of Minnesota,13,592,11733,2293,3665,256,0.552,0.0,0.557,19.8,3.9,6.2,0.4,23.0,0.094,-0.9,3.3
5540,2000,10.0,ORL,Keyon Dooling,University of Missouri,13,728,14134,5067,964,1601,0.41600000000000004,0.349,0.799,19.4,7.0,1.3,2.2,18.5,0.063,-3.0,-3.6
5541,2000,11.0,BOS,Jerome Moiso,"University of California, Los Angeles",5,145,1392,386,395,38,0.489,0.0,0.593,9.6,2.7,2.7,0.3,2.1,0.07400000000000001,-3.8,-0.6
5542,2000,12.0,DAL,Etan Thomas,Syracuse University,9,409,7084,2341,1927,149,0.513,0.0,0.603,17.3,5.7,4.7,0.4,14.9,0.10099999999999999,-2.6,-1.0
5543,2000,13.0,ORL,Courtney Alexander,"California State University, Fresno",3,187,4067,1690,409,227,0.42200000000000004,0.33899999999999997,0.813,21.7,9.0,2.2,1.2,4.1,0.048,-4.0,-2.1
5544,2000,14.0,DET,Mateen Cleaves,Michigan State University,6,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1.0,1.9,-0.8,-0.021,-6.3,-2.0
5545,2000,15.0,MIL,Jason Collier,Georgia Institute of Technology,5,151,2178,841,443,51,0.455,0.35,0.738,14.4,5.6,2.9,0.3,1.9,0.042,-6.3,-2.3
5546,2000,16.0,SAC,Hedo Turkoglu,,15,997,26695,11022,3971,2832,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,0.114,1.2,21.4
5547,2000,17.0,SEA,Desmond Mason,Oklahoma State University,10,643,19641,7767,2863,1049,0.449,0.26,0.74,30.5,12.1,4.5,1.6,23.1,0.055999999999999994,-2.4,-1.9
5548,2000,18.0,LAC,Quentin Richardson,DePaul University,13,783,20785,8032,3666,1138,0.397,0.355,0.718,26.5,10.3,4.7,1.5,32.8,0.076,-0.3,8.9
5549,2000,19.0,CHH,Jamaal Magloire,University of Kentucky,12,680,14621,4917,4408,386,0.48,0.0,0.639,21.5,7.2,6.5,0.6,27.7,0.091,-2.9,-3.3
5550,2000,20.0,PHI,Speedy Claxton,Hofstra University,7,334,8548,3096,830,1441,0.409,0.193,0.762,25.6,9.3,2.5,4.3,14.2,0.08,-0.7,2.8
5551,2000,21.0,TOR,Morris Peterson,Michigan State University,11,711,19366,7628,2483,1090,0.418,0.373,0.773,27.2,10.7,3.5,1.5,35.7,0.08900000000000001,0.0,9.7
5552,2000,22.0,NYK,Donnell Harvey,University of Florida,5,205,3318,1150,827,161,0.46,0.1,0.659,16.2,5.6,4.0,0.8,4.7,0.069,-2.7,-0.6
5553,2000,23.0,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-3.0,-4.6
5554,2000,24.0,CHI,Dalibor Bagaric,,3,95,973,251,238,37,0.361,0.0,0.5589999999999999,10.2,2.6,2.5,0.4,-0.9,-0.043,-6.8,-1.2
5555,2000,25.0,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,0.49,0.0,0.657,15.9,4.8,3.9,0.3,9.9,0.095,-3.1,-1.3
5556,2000,26.0,DEN,Mamadou N'Diaye,Auburn University,5,69,858,262,225,8,0.42700000000000005,0.0,0.736,12.4,3.8,3.3,0.1,1.8,0.10099999999999999,-5.3,-0.7
5557,2000,27.0,IND,Primoz Brezec,,8,342,6192,2452,1327,179,0.498,0.16699999999999998,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-2.5,-0.8
5558,2000,28.0,POR,Erick Barkley,St. John's University,2,27,266,77,21,40,0.35600000000000004,0.267,0.9,9.9,2.9,0.8,1.5,0.2,0.027000000000000003,-3.8,-0.1
5559,2000,29.0,LAL,Mark Madsen,Stanford University,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.07400000000000001,-2.2,-0.2
5562,2000,30.0,LAC,Marko Jaric,,7,447,11246,3193,1200,1600,0.40399999999999997,0.344,0.73,25.2,7.1,2.7,3.6,12.1,0.052000000000000005,-0.5,4.3
5563,2000,31.0,DAL,Dan Langhi,Vanderbilt University,4,133,1253,393,199,39,0.391,0.289,0.613,9.4,3.0,1.5,0.3,0.3,0.012,-6.8,-1.5
5564,2000,32.0,CHI,A.J. Guyton,Indiana University,3,80,1246,442,80,147,0.377,0.37799999999999995,0.8220000000000001,15.6,5.5,1.0,1.8,0.3,0.01,-5.4,-1.1
5565,2000,33.0,CHI,Jake Voskuhl,University of Connecticut,9,450,6443,1814,1539,237,0.48700000000000004,0.33299999999999996,0.7140000000000001,14.3,4.0,3.4,0.5,11.6,0.087,-2.2,-0.3
5566,2000,34.0,CHI,Khalid El-Amin,University of Connecticut,1,50,936,314,81,145,0.37,0.33299999999999996,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-3.8,-0.4
5567,2000,35.0,WAS,Mike Smith,University of Louisiana at Monroe,1,17,180,51,22,10,0.322,0.16699999999999998,0.625,10.6,3.0,1.3,0.6,-0.1,-0.033,-5.5,-0.2
5568,2000,36.0,NJN,Soumaila Samake,,2,47,303,68,76,5,0.389,0.0,0.462,6.4,1.4,1.6,0.1,0.3,0.046,-6.5,-0.3
5569,2000,37.0,MIA,Eddie House,Arizona State University,11,717,12405,5356,1223,1112,0.409,0.39,0.851,17.3,7.5,1.7,1.6,20.0,0.077,-1.5,1.6
5570,2000,38.0,HOU,Eduardo Najera,University of Oklahoma,12,619,11213,3052,2307,493,0.48100000000000004,0.311,0.6709999999999999,18.1,4.9,3.7,0.8,24.7,0.106,0.3,6.4
5571,2000,39.0,NYK,Lavor Postell,St. John's University,3,61,446,195,45,13,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-8.6,-0.7
5572,2000,40.0,ATL,Hanno Mottola,University of Utah,2,155,2360,715,442,75,0.442,0.063,0.7829999999999999,15.2,4.6,2.9,0.5,0.9,0.019,-5.8,-2.3
5573,2000,41.0,SAS,Chris Carrawell,Duke University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5574,2000,42.0,SEA,Olumide Oyedeji,,3,93,587,127,196,11,0.495,0.0,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.7,-0.4
5575,2000,43.0,MIL,Michael Redd,Ohio State University,12,629,20104,11972,2411,1338,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,0.134,0.9,14.9
5576,2000,44.0,DET,Brian Cardinal,Purdue University,12,456,6477,2108,1050,465,0.408,0.37200000000000005,0.861,14.2,4.6,2.3,1.0,15.4,0.114,0.7,4.5
5577,2000,45.0,SAC,Jabari Smith,Louisiana State University,4,108,1063,329,178,66,0.413,0.125,0.69,9.8,3.0,1.6,0.6,1.3,0.057999999999999996,-4.0,-0.5
5578,2000,46.0,TOR,DeeAndre Hulett,College of the Sequoias,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5579,2000,47.0,SEA,Josip Sesar,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5580,2000,48.0,PHI,Mark Karcher,Temple University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5581,2000,49.0,MIL,Jason Hart,Syracuse University,9,341,5289,1623,567,774,0.41700000000000004,0.315,0.7879999999999999,15.5,4.8,1.7,2.3,8.6,0.078,-1.7,0.3
5582,2000,50.0,UTA,Kaniel Dickens,University of Idaho,3,19,85,22,12,2,0.4,0.33299999999999996,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-5.0,-0.1
5583,2000,51.0,MIN,Igor Rakocevic,,1,42,244,78,17,33,0.379,0.41700000000000004,0.8059999999999999,5.8,1.9,0.4,0.8,0.1,0.022000000000000002,-7.1,-0.3
5584,2000,52.0,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,0.16699999999999998,0.0,0.25,7.0,1.0,2.0,0.0,-0.2,-0.349,-24.7,-0.1
5585,2000,53.0,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,0.5,0.0,0.0,9.7,3.0,2.8,0.2,0.0,0.006999999999999999,-6.6,-0.1
5586,2000,54.0,SAS,Cory Hightower,Indian Hills Community College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5587,2000,55.0,GSW,Chris Porter,Auburn University,1,51,1147,440,189,61,0.389,0.0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.6,-0.8
5588,2000,56.0,IND,Jaquay Walls,University of Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5589,2000,57.0,ATL,Scoonie Penn,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5590,2000,58.0,DAL,Pete Mickeal,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5591,2001,1.0,WAS,Kwame Brown,,12,607,13389,4035,3333,554,0.49200000000000005,0.111,0.57,22.1,6.6,5.5,0.9,20.8,0.07400000000000001,-2.1,-0.4
5592,2001,2.0,LAC,Tyson Chandler,,14,920,26456,8133,8561,777,0.591,0.0,0.645,28.8,8.8,9.3,0.8,88.9,0.161,1.8,25.6
5593,2001,3.0,ATL,Pau Gasol,,14,983,34911,18022,9255,3191,0.513,0.278,0.753,35.5,18.3,9.4,3.2,123.5,0.17,3.5,48.4
5594,2001,4.0,CHI,Eddy Curry,,11,527,13109,6820,2725,287,0.545,1.0,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-3.5,-5.0
5595,2001,5.0,GSW,Jason Richardson,Michigan State University,13,857,29241,14644,4245,2284,0.43799999999999994,0.37,0.7070000000000001,34.1,17.1,5.0,2.7,59.1,0.09699999999999999,1.3,24.4
5596,2001,6.0,MEM,Shane Battier,Duke University,13,977,30004,8408,4082,1717,0.43700000000000006,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,2.9,37.0
5597,2001,7.0,NJN,Eddie Griffin,Seton Hall University,5,303,6729,2171,1744,236,0.377,0.315,0.6709999999999999,22.2,7.2,5.8,0.8,10.9,0.078,-1.0,1.7
5598,2001,8.0,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,0.42700000000000005,0.16699999999999998,0.467,14.0,2.0,3.7,0.4,12.8,0.073,0.0,4.3
5599,2001,9.0,DET,Rodney White,University of North Carolina at Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.7490000000000001,15.4,7.1,2.2,1.1,1.8,0.026000000000000002,-3.8,-1.5
5600,2001,10.0,BOS,Joe Johnson,University of Arkansas,14,1062,38483,18326,4352,4456,0.44299999999999995,0.371,0.8,36.2,17.3,4.1,4.2,75.4,0.094,0.7,25.7
